0.452487,0.738776,0.456984,0.739016,0.45695,0.737412,0.452108,0.737264,0.436705,0.152778,0.415464,0.200514,0.450288
0.417602,0.739416,0.419644,0.738733,0.421011,0.735922,0.417649,0.736913,0.25512,0.373794,0.336932,0.225566,0.431114
0.426309,0.74644,0.431134,0.746647,0.432972,0.743469,0.427621,0.743137,0.529796,0.345515,0.569216,0.340472,0.688323
0.431134,0.746647,0.438528,0.746031,0.438107,0.743241,0.432972,0.743469,0.819027,0.312904,0.539617,0.345515,0.7819
0.438528,0.746031,0.443564,0.74537,0.442778,0.742641,0.438107,0.743241,0.548645,0.287917,0.480085,0.312904,0.531861
0.448777,0.744533,0.457138,0.73997,0.450773,0.74042,0.446855,0.741778,0.933545,0.638456,0.419834,0.352699,0.483507
0.443564,0.74537,0.448777,0.744533,0.446855,0.741778,0.442778,0.742641,0.561815,0.352699,0.421581,0.287917,0.486392
0.450773,0.74042,0.457138,0.73997,0.456984,0.739016,0.452487,0.738776,0.638456,0.108893,0.436705,0.229853,0.60052
0.452108,0.737264,0.45695,0.737412,0.451851,0.734478,0.44861,0.735802,0.415464,0.578171,0.318562,0.442257,0.363395
0.44861,0.735802,0.451851,0.734478,0.445707,0.731849,0.445048,0.73411,0.318562,0.689374,0.230292,0.421474,0.536491
0.445707,0.731849,0.440813,0.729954,0.440724,0.732315,0.445048,0.73411,0.567553,0.242853,0.494899,0.230292,0.505273
0.43601,0.732432,0.440724,0.732315,0.440813,0.729954,0.436226,0.729444,0.464751,0.242853,0.495837,0.293421,0.511821
0.417649,0.736913,0.421011,0.735922,0.423835,0.735521,0.421168,0.733036,0.336932,0.293366,0.412478,0.459141,0.627481
0.427745,0.73451,0.426882,0.731405,0.421168,0.733036,0.423835,0.735521,0.336671,0.563467,0.412478,0.415687,0.68595
0.432032,0.733325,0.43093,0.730272,0.426882,0.731405,0.427745,0.73451,0.332498,0.419354,0.336671,0.435741,0.560436
0.432032,0.733325,0.43601,0.732432,0.436226,0.729444,0.43093,0.730272,0.402157,0.293421,0.555286,0.332498,0.539268
0.413953,0.739621,0.415446,0.739729,0.415722,0.737249,0.414515,0.736849,0.154412,0.227696,0.140982,0.270042,0.270286
0.461836,0.738024,0.466527,0.737034,0.465053,0.733086,0.46109,0.735215,0.484856,0.411044,0.442673,0.272884,0.538114
0.46109,0.735215,0.465053,0.733086,0.459601,0.728269,0.455838,0.731625,0.442673,0.753777,0.48924,0.66401,0.689
0.455838,0.731625,0.459601,0.728269,0.453625,0.723017,0.44995,0.727161,0.48924,0.82839,0.537504,0.788123,0.882862
0.44308,0.725101,0.44995,0.727161,0.453625,0.723017,0.445185,0.720697,0.772106,0.537504,0.913493,0.46662,1.088809
0.436537,0.725287,0.44308,0.725101,0.445185,0.720697,0.436857,0.721488,0.684025,0.46662,0.850637,0.376457,0.948887
0.429843,0.727079,0.436537,0.725287,0.436857,0.721488,0.428857,0.724102,0.695923,0.376457,0.823306,0.332121,0.847282
0.422215,0.728205,0.423712,0.729593,0.429843,0.727079,0.428857,0.724102,0.229166,0.634837,0.332121,0.72655,0.75968
0.416954,0.732293,0.419455,0.732805,0.423712,0.729593,0.422215,0.728205,0.278534,0.487592,0.229166,0.605018,0.682543
0.414515,0.736849,0.415722,0.737249,0.419455,0.732805,0.416954,0.732293,0.140982,0.510754,0.278534,0.471692,0.57667
0.426309,0.74644,0.427621,0.743137,0.423862,0.74137,0.421597,0.743613,0.340472,0.477532,0.290973,0.602599,0.63899
0.421597,0.743613,0.423862,0.74137,0.419644,0.738733,0.417602,0.739416,0.290973,0.625835,0.25512,0.615102,0.670553
0.415446,0.739729,0.417602,0.739416,0.417649,0.736913,0.415722,0.737249,0.223775,0.225566,0.202788,0.227696,0.308296
0.417649,0.736913,0.421168,0.733036,0.419455,0.732805,0.415722,0.737249,0.459141,0.183067,0.510754,0.202788,0.411877
