0.9320633411,0.8171684742,0.9342831969,0.8157756925,0.9353645444,0.8173993826,0.9330993295,0.8190593719
0.325160116,0.9984688163,0.3248618543,0.9965384007,0.3268146515,0.9974076152
0.3580801189,0.9970661402,0.3574927747,0.9950948954,0.3588528633,0.9962628484
0.7409009337,0.8113604784,0.7431661487,0.809700489,0.7422611117,0.8125283718
0.610716939,0.9475903511,0.6100605726,0.9499707222,0.6080936193,0.9502635002
0.4974650145,0.9505566955,0.4977226853,0.9525655508,0.4964278042,0.9501615167
0.4158627093,0.9919689298,0.4155415297,0.9941524267,0.4138157666,0.9922218323
0.591224134,0.6261216998,0.5732728243,0.6121405959,0.5869577527,0.5958659053,0.6050363183,0.6116240621
0.6074588895,0.5779033899,0.6232004762,0.5966178179,0.6050363183,0.6116240621,0.5869577527,0.5958659053
0.1927492023,0.1777849644,0.1704203635,0.1883631349,0.1551589221,0.1706977785,0.1716383398,0.1563473195
0.2046173066,0.2057844847,0.2075814903,0.2292931676,0.1828406155,0.2292931676,0.1801036447,0.2112129778
0.3176613152,0.7143765092,0.3176613152,0.6537827253,0.3472506404,0.6517324448,0.3504428267,0.7108066082
0.3976881802,0.5604826212,0.3976881802,0.5239168406,0.4197195768,0.5205575228,0.4240743816,0.5568891168
0.3176613152,0.7502246499,0.3176613152,0.7143765092,0.3504428267,0.7108066082,0.3508467078,0.7468235493
0.3211830258,0.7911378741,0.2925468981,0.7911378741,0.2949625552,0.7710371614,0.3223765194,0.7763579488
0.09453625977,0.6606785655,0.1230660826,0.6605006456,0.1202698201,0.6996010542,0.08981630206,0.6993520856
0.8158201575,0.2164270729,0.8078718185,0.2092064768,0.8270471096,0.1846632659,0.83535254,0.1947501153
0.2001447082,0.8541173339,0.1903771311,0.8565604091,0.1804950982,0.8347989321,0.1901271045,0.8316738009
0.2001447082,0.8541173339,0.1901271045,0.8316738009,0.2155428082,0.8339986205,0.2227438688,0.8496796489
0.8158201575,0.2164270729,0.83535254,0.1947501153,0.846783936,0.2159403116,0.8345350623,0.2322731763
0.9368483424,0.2404010147,0.9493337274,0.2565067708,0.9416103363,0.259890914,0.9304046035,0.2533191741
0.9416103363,0.259890914,0.9355986714,0.2657480538,0.9243593216,0.257614404,0.9304046035,0.2533191741
0.9304046035,0.2533191741,0.915836513,0.2441250682,0.9169453979,0.2347814739,0.9368483424,0.2404010147
0.9764851928,0.7152422071,0.9715676904,0.7174522877,0.9669963717,0.7063931227,0.9698876739,0.707185626
0.9215993285,0.2629166543,0.9234510064,0.2610372305,0.9304332733,0.2682239711,0.9285092354,0.2708832026
0.5813701153,0.9156848788,0.5817704201,0.9100546837,0.588529408,0.918012619,0.5870734453,0.9221470952
0.9094756246,0.2681975067,0.9087965488,0.2750537992,0.9192480445,0.2691347003,0.9204664826,0.2751351893
0.2559147775,0.8570527434,0.2522895038,0.8567698598,0.2510466576,0.8537180424,0.2546106577,0.8538721204
0.2431910336,0.8429551125,0.248875156,0.8453761935,0.2459035814,0.8423963189,0.2457758784,0.8454289436
0.2409161329,0.8375079036,0.2395810634,0.8388201594,0.236973688,0.8367260098,0.2400196195,0.8361648917
0.2426457405,0.8368121982,0.2488508523,0.8371533155,0.2412027568,0.8355174661,0.2440028191,0.8340420723
0.9189835787,0.2787324488,0.9142404199,0.2804374397,0.9153963923,0.2763206959,0.9202480316,0.2754616737
0.9037729502,0.2855497897,0.8995236754,0.2858177423,0.9009232521,0.2785305679,0.9044184089,0.2781023979
0.9382139444,0.2871156335,0.9436489344,0.2832229733,0.9476510286,0.2972747087,0.9415649176,0.301051259
0.9311653376,0.2899872661,0.926741004,0.2808916867,0.9330464005,0.2801353633,0.9382139444,0.2871156335
0.1193558052,0.9318999648,0.1180906892,0.9335106015,0.1109481752,0.9315394759,0.1130890846,0.9287450314
0.9244169593,0.2903436124,0.9176356196,0.2912254333,0.9155105948,0.2822532356,0.9202598333,0.2813900411
0.1233425066,0.9078088999,0.1244208366,0.9168442488,0.1177197471,0.9169703126,0.1177197471,0.9064685106
0.123641938,0.8960343003,0.1233425066,0.9078088999,0.1177197471,0.9064685106,0.1177197471,0.8951881528
0.1244208366,0.9168442488,0.1233025268,0.923640132,0.1177197471,0.9229297638,0.1177197471,0.9169703126
0.9100129604,0.3433349431,0.9114958644,0.3487521112,0.9026424885,0.3500553966,0.9017502666,0.3440928757
0.09539606422,0.8819937706,0.09853181988,0.8803614378,0.09966284782,0.8863547444,0.09832976013,0.8892272115
0.2481233031,0.8480643034,0.2514739037,0.8482342362,0.2457758784,0.8454289436,0.248875156,0.8453761935
0.9116834402,0.2770953774,0.9153963923,0.2763206959,0.9142404199,0.2804374397,0.910276711,0.2827677131
0.9176356196,0.2912254333,0.9134706855,0.2917816639,0.9110111594,0.283703804,0.9155105948,0.2822532356
0.1919524372,0.9807820916,0.1930625141,0.9818719625,0.1898681223,0.9859246016,0.1909489632,0.9826478958
0.8621217608,0.7859586477,0.8667360544,0.7840341926,0.8691133261,0.790492177,0.8587318063,0.7900879383
0.3302294612,0.9034602046,0.3313236535,0.9095653892,0.3224037588,0.9157407284,0.3185218573,0.9051016569
0.9174081683,0.3234408498,0.9157919884,0.3174442649,0.9207503796,0.31977579,0.9227830768,0.3207858503
0.340116322,0.9094186425,0.3382297456,0.9053955078,0.3425171375,0.9059160352,0.3431321084,0.9114042521
0.1482967138,0.9634350538,0.1447334141,0.967083931,0.1408954859,0.9654371142,0.1427673101,0.9599698186
0.003522240324,0.956366539,0.003442380577,0.9532724619,0.006416233256,0.9523051977,0.006358082406,0.9566450119
0.9304046035,0.2533191741,0.9243593216,0.257614404,0.9158907533,0.2516684234,0.915836513,0.2441250682
0.9484201074,0.2667317092,0.9493337274,0.2565067708,0.9416103363,0.259890914,0.9574939609,0.2685268819
0.7534887791,0.5594738722,0.749314785,0.5816864967,0.7351899743,0.5828962326,0.7366203666,0.5609682202
0.3976881802,0.4840986729,0.4197195768,0.5205575228,0.4155532718,0.4823104441,0.3976881802,0.5239168406
0.9581385255,0.3447841704,0.9565724134,0.3472819626,0.9488580823,0.3448261917,0.9498939514,0.342610687
0.8956000805,0.774659574,0.8981088996,0.7749121785,0.8992680907,0.7829183936,0.8967779875,0.7823271155
0.9695503712,0.3521532118,0.9656211138,0.3527561724,0.9565724134,0.3472819626,0.9581385255,0.3447841704
0.3330604434,0.9152622223,0.3335175216,0.9243155718,0.3289626241,0.929387629,0.3267954588,0.9229078293
0.9488580823,0.3448261917,0.9480246305,0.3470298648,0.9405053854,0.3460898101,0.9409176111,0.3439671695
0.9565724134,0.3472819626,0.9552488923,0.3494561911,0.9480246305,0.3470298648,0.9488580823,0.3448261917
0.7603142262,0.7938205004,0.7599722743,0.7938210964,0.7580688,0.7880892158,0.7573804259,0.7865870595
0.9656211138,0.3527561724,0.9640905261,0.3534317017,0.9552488923,0.3494561911,0.9565724134,0.3472819626
0.1581353545,0.9364026189,0.1576349884,0.9530529976,0.1454142183,0.954921484,0.1465771049,0.9299026728
0.430142045,0.9574348927,0.4327433109,0.9542092085,0.4324792027,0.9630483985,0.4295464158,0.9662048817
0.2351565063,0.7542078495,0.2443296611,0.7603052855,0.2464388907,0.7640175223,0.236483857,0.7584401369
0.6201115251,0.6277087927,0.6050363183,0.6116240621,0.6232004762,0.5966178179,0.638124764,0.6138695478
0.733708024,0.3161580563,0.7223916054,0.3410863578,0.6999843121,0.3296324611,0.708304584,0.3060572445
0.6911947727,0.5839436054,0.6871504784,0.5641829967,0.7117058039,0.5636129975,0.7134557962,0.5844857693
0.1927492023,0.1777849644,0.1716383398,0.1563473195,0.1852625757,0.1350997537,0.2148122787,0.1634503752
0.6074588895,0.5779033899,0.5869577527,0.5958659053,0.5699538589,0.5840090513,0.5951225758,0.5594738722
0.2269483209,0.1994642764,0.2280515581,0.2292931676,0.2075814903,0.2292931676,0.2046173066,0.2057844847
0.100562714,0.1579534709,0.08211869001,0.1681819409,0.06911925972,0.153703019,0.09108411521,0.1403324157
0.1226238087,0.1515050232,0.100562714,0.1579534709,0.09108411521,0.1403324157,0.1178094745,0.1306259036
