0.02554,0.576595,0.144522,0.55775,0.144522,0.44468,0.02554,0.425835,0.117872,0.041237,0.112138,0.054121,0.121538
0.144522,0.55775,0.263503,0.538904,0.263503,0.463525,0.144522,0.44468,0.06886,0.100892,0.090942,0.060883,0.116363
0.263503,0.538904,0.382485,0.520059,0.382485,0.482369,0.263503,0.463525,0.142998,0.093258,0.153638,0.091897,0.185786
0.620448,0.520058,0.73943,0.538903,0.73943,0.463523,0.620448,0.482368,0.221065,0.084456,0.145649,0.093258,0.211043
0.73943,0.538903,0.858412,0.557747,0.858412,0.444677,0.73943,0.463523,0.148085,0.077712,0.12958,0.084456,0.143555
0.858412,0.557747,0.977393,0.576592,0.977393,0.425832,0.858412,0.444677,0.251974,0.172326,0.113318,0.095197,0.130504
0.072127,0.719976,0.179462,0.665285,0.144522,0.55775,0.02554,0.576595,0.151641,0.095197,0.113789,0.077712,0.131283
0.179462,0.665285,0.286797,0.610595,0.263503,0.538904,0.144522,0.55775,0.172326,0.029392,0.117872,0.06204,0.162087
0.286797,0.610595,0.394132,0.555904,0.382485,0.520059,0.263503,0.538904,0.112138,0.156055,0.085983,0.11937,0.098084
0.620448,0.482368,0.73943,0.463523,0.716136,0.391832,0.608801,0.446523,0.085983,0.18607,0.062159,0.113761,0.144805
0.73943,0.463523,0.858412,0.444677,0.823471,0.337142,0.716136,0.391832,0.153189,0.065549,0.133579,0.062159,0.136379
0.858412,0.444677,0.977393,0.425832,0.930806,0.282451,0.823471,0.337142,0.125442,0.065549,0.133832,0.079197,0.138146
0.16074,0.841943,0.245922,0.756761,0.179462,0.665285,0.072127,0.719976,0.090942,0.079183,0.111333,0.123927,0.169364
0.245922,0.756761,0.331103,0.671579,0.286797,0.610595,0.179462,0.665285,0.090872,0.152086,0.111333,0.112199,0.185146
0.331103,0.671579,0.416285,0.586396,0.394132,0.555904,0.286797,0.610595,0.089745,0.113188,0.090872,0.117611,0.151268
0.608801,0.446523,0.716136,0.391832,0.67183,0.330849,0.586648,0.416031,0.108547,0.079197,0.149878,0.089745,0.145554
0.716136,0.391832,0.823471,0.337142,0.757011,0.245667,0.67183,0.330849,0.041678,0.061458,0.038053,0.072887,0.072953
0.823471,0.337142,0.930806,0.282451,0.842193,0.160484,0.757011,0.245667,0.130868,0.110945,0.119483,0.073654,0.145243
0.16074,0.841943,0.282707,0.930557,0.337397,0.823221,0.245922,0.756761,0.150759,0.340728,0.113069,0.340728,0.49876
0.245922,0.756761,0.337397,0.823221,0.392087,0.715885,0.331103,0.671579,0.132052,0.223592,0.145078,0.212723,0.238294
0.331103,0.671579,0.392087,0.715885,0.446777,0.60855,0.416285,0.586396,0.2084,0.145078,0.246562,0.125947,0.293882
0.556156,0.393878,0.586648,0.416031,0.67183,0.330849,0.610846,0.286542,0.184626,0.125947,0.229597,0.10161,0.256116
0.610846,0.286542,0.67183,0.330849,0.757011,0.245667,0.665536,0.179206,0.187838,0.10161,0.222219,0.089644,0.228691
0.665536,0.179206,0.757011,0.245667,0.842193,0.160484,0.720226,0.071871,0.061855,0.171349,0.089644,0.196104,0.205046
0.282707,0.930557,0.426087,0.977143,0.444932,0.858161,0.337397,0.823221,0.075179,0.131607,0.061855,0.163302,0.184226
0.337397,0.823221,0.444932,0.858161,0.463777,0.739178,0.392087,0.715885,0.038053,0.137858,0.075179,0.127315,0.15565
0.392087,0.715885,0.463777,0.739178,0.482622,0.620196,0.446777,0.60855,0.091897,0.128891,0.078537,0.162649,0.172471
0.520311,0.382231,0.556156,0.393878,0.610846,0.286542,0.539156,0.263249,0.078537,0.16892,0.06886,0.166023,0.18099
0.539156,0.263249,0.610846,0.286542,0.665536,0.179206,0.558001,0.144266,0.060399,0.060883,0.054735,0.061458,0.083213
